"publishedAt","categoryId","category_title","rank_value","rank_count"
"2023-03",22,People & Blogs,4,3
"2023-03",22,People & Blogs,5,1
"2023-03",22,People & Blogs,6,3
"2023-03",22,People & Blogs,7,3
"2023-03",22,People & Blogs,8,4
"2023-03",22,People & Blogs,9,3
"2023-03",22,People & Blogs,10,1
"2023-03",23,Comedy,1,2
"2023-03",23,Comedy,3,1
"2023-03",23,Comedy,4,1
"2023-03",23,Comedy,5,1
"2023-03",23,Comedy,6,3
"2023-03",23,Comedy,8,3
"2023-03",23,Comedy,10,4
"2023-03",24,Entertainment,1,9
"2023-03",24,Entertainment,2,5
"2023-03",24,Entertainment,3,7
"2023-03",24,Entertainment,4,10
"2023-03",24,Entertainment,5,6
"2023-03",24,Entertainment,6,9
"2023-03",24,Entertainment,7,5
"2023-03",24,Entertainment,8,4
"2023-03",24,Entertainment,9,7
"2023-03",24,Entertainment,10,1
"2023-03",25,News & Politics,3,2
"2023-03",25,News & Politics,6,1
"2023-03",25,News & Politics,7,2
"2023-03",25,News & Politics,9,1
"2023-03",25,News & Politics,10,2
"2023-03",26,Howto & Style,4,1
"2023-03",26,Howto & Style,5,1
"2023-03",26,Howto & Style,6,1
"2023-03",26,Howto & Style,7,1
"2023-03",26,Howto & Style,8,1
"2023-03",27,Education,4,1
"2023-03",27,Education,5,1
"2023-03",27,Education,9,2
"2023-03",27,Education,10,1
"2023-03",28,Science & Technology,2,2
"2023-03",28,Science & Technology,4,1
"2023-03",28,Science & Technology,5,3
"2023-03",28,Science & Technology,7,2
"2023-03",28,Science & Technology,10,1
"2023-04",1,Film & Animation,1,3
"2023-04",1,Film & Animation,2,3
"2023-04",1,Film & Animation,3,1
"2023-04",1,Film & Animation,4,1
"2023-04",1,Film & Animation,5,4
"2023-04",1,Film & Animation,6,4
"2023-04",1,Film & Animation,7,2
"2023-04",1,Film & Animation,8,2
"2023-04",1,Film & Animation,9,1
"2023-04",1,Film & Animation,10,1
"2023-04",2,Autos & Vehicles,5,1
"2023-04",2,Autos & Vehicles,6,1
"2023-04",10,Music,1,13
"2023-04",10,Music,2,5
"2023-04",10,Music,3,11
"2023-04",10,Music,4,5
"2023-04",10,Music,5,3
"2023-04",10,Music,6,4
"2023-04",10,Music,7,2
"2023-04",10,Music,8,4
"2023-04",10,Music,9,3
"2023-04",10,Music,10,2
"2023-04",15,Pets & Animals,1,1
"2023-04",15,Pets & Animals,4,1
"2023-04",17,Sports,1,3
"2023-04",17,Sports,2,3
"2023-04",17,Sports,3,7
"2023-04",17,Sports,4,4
"2023-04",17,Sports,5,4
"2023-04",17,Sports,6,7
"2023-04",17,Sports,7,8
"2023-04",17,Sports,8,7
"2023-04",17,Sports,9,6
"2023-04",17,Sports,10,4
"2023-04",19,Travel & Events,10,1
"2023-04",20,Gaming,1,1
"2023-04",20,Gaming,2,4
"2023-04",20,Gaming,3,3
"2023-04",20,Gaming,4,4
"2023-04",20,Gaming,5,3
"2023-04",20,Gaming,6,5
"2023-04",20,Gaming,7,7
"2023-04",20,Gaming,8,7
"2023-04",20,Gaming,9,7
"2023-04",20,Gaming,10,5
"2023-04",22,People & Blogs,1,1
"2023-04",22,People & Blogs,2,1
"2023-04",22,People & Blogs,3,1
"2023-04",22,People & Blogs,4,1
"2023-04",22,People & Blogs,5,1
"2023-04",22,People & Blogs,6,2
"2023-04",22,People & Blogs,7,1
"2023-04",22,People & Blogs,10,4
"2023-04",23,Comedy,5,5
"2023-04",23,Comedy,6,1
"2023-04",23,Comedy,7,2
"2023-04",23,Comedy,8,2
"2023-04",23,Comedy,9,2
"2023-04",23,Comedy,10,2
"2023-04",24,Entertainment,1,8
"2023-04",24,Entertainment,2,13
"2023-04",24,Entertainment,3,4
"2023-04",24,Entertainment,4,9
"2023-04",24,Entertainment,5,7
"2023-04",24,Entertainment,6,5
"2023-04",24,Entertainment,7,7
"2023-04",24,Entertainment,8,4
"2023-04",24,Entertainment,9,4
"2023-04",24,Entertainment,10,8
"2023-04",25,News & Politics,4,2
"2023-04",25,News & Politics,8,1
"2023-04",26,Howto & Style,7,1
"2023-04",26,Howto & Style,8,2
"2023-04",26,Howto & Style,9,1
"2023-04",26,Howto & Style,10,1
"2023-04",27,Education,3,2
"2023-04",27,Education,4,1
"2023-04",27,Education,6,1
"2023-04",27,Education,9,4
"2023-04",27,Education,10,1
"2023-04",28,Science & Technology,2,1
"2023-04",28,Science & Technology,3,1
"2023-04",28,Science & Technology,4,2
"2023-04",28,Science & Technology,5,2
"2023-04",28,Science & Technology,8,1
"2023-04",28,Science & Technology,9,2
"2023-04",28,Science & Technology,10,1
"2023-05",1,Film & Animation,1,3
"2023-05",1,Film & Animation,2,4
"2023-05",1,Film & Animation,3,2
"2023-05",1,Film & Animation,6,3
"2023-05",1,Film & Animation,8,3
"2023-05",1,Film & Animation,9,2
"2023-05",1,Film & Animation,10,2
"2023-05",2,Autos & Vehicles,5,1
"2023-05",2,Autos & Vehicles,7,1
"2023-05",2,Autos & Vehicles,9,1
"2023-05",10,Music,1,15
"2023-05",10,Music,2,14
"2023-05",10,Music,3,8
"2023-05",10,Music,4,11
"2023-05",10,Music,5,8
"2023-05",10,Music,6,6
"2023-05",10,Music,7,7
"2023-05",10,Music,8,5
"2023-05",10,Music,9,6
"2023-05",10,Music,10,7
"2023-05",15,Pets & Animals,4,1
"2023-05",17,Sports,1,2
"2023-05",17,Sports,2,3
"2023-05",17,Sports,3,5
"2023-05",17,Sports,4,5
"2023-05",17,Sports,5,7
"2023-05",17,Sports,6,5
"2023-05",17,Sports,7,6
"2023-05",17,Sports,8,7
"2023-05",17,Sports,9,5
"2023-05",17,Sports,10,9
"2023-05",20,Gaming,2,1
"2023-05",20,Gaming,3,4
"2023-05",20,Gaming,4,2
"2023-05",20,Gaming,5,1
"2023-05",20,Gaming,6,7
"2023-05",20,Gaming,7,2
"2023-05",20,Gaming,8,8
"2023-05",20,Gaming,9,6
"2023-05",20,Gaming,10,5
"2023-05",22,People & Blogs,1,1
"2023-05",22,People & Blogs,3,2
"2023-05",22,People & Blogs,4,4
"2023-05",22,People & Blogs,5,2
"2023-05",22,People & Blogs,6,1
"2023-05",22,People & Blogs,8,2
"2023-05",22,People & Blogs,9,2
"2023-05",22,People & Blogs,10,1
"2023-05",23,Comedy,1,1
"2023-05",23,Comedy,2,1
"2023-05",23,Comedy,4,1
"2023-05",23,Comedy,5,1
"2023-05",23,Comedy,6,3
"2023-05",23,Comedy,7,1
"2023-05",23,Comedy,10,2
"2023-05",24,Entertainment,1,8
"2023-05",24,Entertainment,2,7
"2023-05",24,Entertainment,3,6
"2023-05",24,Entertainment,4,7
"2023-05",24,Entertainment,5,6
"2023-05",24,Entertainment,6,4
"2023-05",24,Entertainment,7,11
"2023-05",24,Entertainment,8,5
"2023-05",24,Entertainment,9,6
"2023-05",24,Entertainment,10,1
"2023-05",25,News & Politics,5,1
"2023-05",25,News & Politics,9,1
"2023-05",25,News & Politics,10,1
"2023-05",26,Howto & Style,2,1
"2023-05",26,Howto & Style,3,1
"2023-05",26,Howto & Style,7,1
"2023-05",26,Howto & Style,9,1
"2023-05",27,Education,5,3
"2023-05",27,Education,7,1
"2023-05",27,Education,8,1
"2023-05",27,Education,9,1
"2023-05",27,Education,10,1
"2023-05",28,Science & Technology,1,1
"2023-05",28,Science & Technology,3,3
"2023-05",28,Science & Technology,5,1
"2023-05",28,Science & Technology,6,2
"2023-05",28,Science & Technology,7,1
"2023-05",28,Science & Technology,10,2
"2023-06",1,Film & Animation,1,3
"2023-06",1,Film & Animation,2,4
"2023-06",1,Film & Animation,3,2
"2023-06",1,Film & Animation,4,1
"2023-06",1,Film & Animation,7,1
"2023-06",1,Film & Animation,8,2
"2023-06",1,Film & Animation,10,1
"2023-06",2,Autos & Vehicles,4,1
"2023-06",2,Autos & Vehicles,6,2
"2023-06",2,Autos & Vehicles,7,1
"2023-06",2,Autos & Vehicles,9,1
"2023-06",2,Autos & Vehicles,10,1
"2023-06",10,Music,1,13
"2023-06",10,Music,2,11
"2023-06",10,Music,3,9
"2023-06",10,Music,4,8
"2023-06",10,Music,5,7
"2023-06",10,Music,6,6
"2023-06",10,Music,7,7
"2023-06",10,Music,8,5
"2023-06",10,Music,9,7
"2023-06",10,Music,10,5
"2023-06",15,Pets & Animals,5,1
"2023-06",15,Pets & Animals,6,1
"2023-06",17,Sports,1,3
"2023-06",17,Sports,2,2
"2023-06",17,Sports,3,1
"2023-06",17,Sports,4,2
"2023-06",17,Sports,5,1
"2023-06",17,Sports,6,3
"2023-06",17,Sports,7,3
"2023-06",17,Sports,8,7
"2023-06",17,Sports,9,1
"2023-06",17,Sports,10,4
"2023-06",20,Gaming,1,2
"2023-06",20,Gaming,2,1
"2023-06",20,Gaming,3,5
"2023-06",20,Gaming,4,4
"2023-06",20,Gaming,5,6
"2023-06",20,Gaming,6,6
"2023-06",20,Gaming,7,6
"2023-06",20,Gaming,8,2
"2023-06",20,Gaming,9,9
"2023-06",20,Gaming,10,5
"2023-06",22,People & Blogs,1,1
"2023-06",22,People & Blogs,2,2
"2023-06",22,People & Blogs,3,3
"2023-06",22,People & Blogs,4,1
"2023-06",22,People & Blogs,5,4
"2023-06",22,People & Blogs,6,2
"2023-06",22,People & Blogs,7,2
"2023-06",22,People & Blogs,8,2
"2023-06",22,People & Blogs,9,4
"2023-06",22,People & Blogs,10,4
"2023-06",23,Comedy,4,2
"2023-06",23,Comedy,7,1
"2023-06",23,Comedy,8,1
"2023-06",23,Comedy,9,1
"2023-06",23,Comedy,10,1
"2023-06",24,Entertainment,1,5
"2023-06",24,Entertainment,2,6
"2023-06",24,Entertainment,3,6
"2023-06",24,Entertainment,4,5
"2023-06",24,Entertainment,5,11
"2023-06",24,Entertainment,6,7
"2023-06",24,Entertainment,7,6
"2023-06",24,Entertainment,8,6
"2023-06",24,Entertainment,9,5
"2023-06",24,Entertainment,10,8
"2023-06",25,News & Politics,1,1
"2023-06",25,News & Politics,3,1
"2023-06",25,News & Politics,4,3
"2023-06",25,News & Politics,8,4
"2023-06",25,News & Politics,9,2
"2023-06",26,Howto & Style,10,1
"2023-06",27,Education,2,1
"2023-06",27,Education,3,1
"2023-06",27,Education,6,2
"2023-06",27,Education,7,2
"2023-06",28,Science & Technology,1,2
"2023-06",28,Science & Technology,2,3
"2023-06",28,Science & Technology,3,2
"2023-06",28,Science & Technology,4,3
"2023-06",28,Science & Technology,6,1
"2023-06",28,Science & Technology,7,1
"2023-06",28,Science & Technology,8,1
"2023-07",1,Film & Animation,1,7
"2023-07",1,Film & Animation,2,2
"2023-07",1,Film & Animation,3,2
"2023-07",1,Film & Animation,4,2
"2023-07",1,Film & Animation,5,3
"2023-07",1,Film & Animation,6,2
"2023-07",1,Film & Animation,8,3
"2023-07",1,Film & Animation,9,1
"2023-07",1,Film & Animation,10,1
"2023-07",2,Autos & Vehicles,5,1
"2023-07",2,Autos & Vehicles,6,1
"2023-07",2,Autos & Vehicles,7,1
"2023-07",2,Autos & Vehicles,10,3
"2023-07",10,Music,1,9
"2023-07",10,Music,2,10
"2023-07",10,Music,3,12
"2023-07",10,Music,4,12
"2023-07",10,Music,5,7
"2023-07",10,Music,6,9
"2023-07",10,Music,7,5
"2023-07",10,Music,8,6
"2023-07",10,Music,9,7
"2023-07",10,Music,10,5
"2023-07",15,Pets & Animals,5,1
"2023-07",17,Sports,1,1
"2023-07",17,Sports,2,1
"2023-07",17,Sports,3,1
"2023-07",17,Sports,4,5
"2023-07",17,Sports,5,3
"2023-07",17,Sports,6,6
"2023-07",17,Sports,7,5
"2023-07",17,Sports,8,4
"2023-07",17,Sports,9,3
"2023-07",17,Sports,10,3
"2023-07",20,Gaming,1,1
"2023-07",20,Gaming,2,2
"2023-07",20,Gaming,3,3
"2023-07",20,Gaming,4,3
"2023-07",20,Gaming,5,6
"2023-07",20,Gaming,6,3
"2023-07",20,Gaming,7,5
"2023-07",20,Gaming,8,5
"2023-07",20,Gaming,9,10
"2023-07",20,Gaming,10,4
"2023-07",22,People & Blogs,2,1
"2023-07",22,People & Blogs,3,1
"2023-07",22,People & Blogs,4,1
"2023-07",22,People & Blogs,6,2
"2023-07",22,People & Blogs,7,1
"2023-07",22,People & Blogs,8,3
"2023-07",22,People & Blogs,10,1
"2023-07",23,Comedy,2,1
"2023-07",23,Comedy,6,1
"2023-07",23,Comedy,7,1
"2023-07",23,Comedy,8,1
"2023-07",23,Comedy,9,1
"2023-07",23,Comedy,10,2
"2023-07",24,Entertainment,1,13
"2023-07",24,Entertainment,2,11
"2023-07",24,Entertainment,3,10
"2023-07",24,Entertainment,4,8
"2023-07",24,Entertainment,5,9
"2023-07",24,Entertainment,6,6
"2023-07",24,Entertainment,7,11
"2023-07",24,Entertainment,8,7
"2023-07",24,Entertainment,9,5
"2023-07",24,Entertainment,10,8
"2023-07",25,News & Politics,9,1
"2023-07",26,Howto & Style,3,1
"2023-07",26,Howto & Style,7,1
"2023-07",26,Howto & Style,10,1
"2023-07",27,Education,2,2
"2023-07",27,Education,5,1
"2023-07",27,Education,6,1
"2023-07",27,Education,8,1
"2023-07",27,Education,9,1
"2023-07",27,Education,10,2
"2023-07",28,Science & Technology,2,1
"2023-07",28,Science & Technology,3,1
"2023-07",28,Science & Technology,7,1
"2023-07",28,Science & Technology,8,1
"2023-07",28,Science & Technology,9,2
"2023-07",28,Science & Technology,10,1
"2023-08",1,Film & Animation,2,3
"2023-08",1,Film & Animation,3,1
"2023-08",1,Film & Animation,4,2
"2023-08",1,Film & Animation,6,2
"2023-08",1,Film & Animation,7,2
"2023-08",1,Film & Animation,8,3
"2023-08",1,Film & Animation,10,4
"2023-08",2,Autos & Vehicles,2,1
"2023-08",2,Autos & Vehicles,7,1
"2023-08",2,Autos & Vehicles,10,1
"2023-08",10,Music,1,12
"2023-08",10,Music,2,10
"2023-08",10,Music,3,5
"2023-08",10,Music,4,7
"2023-08",10,Music,5,10
"2023-08",10,Music,6,2
"2023-08",10,Music,7,11
"2023-08",10,Music,8,6
"2023-08",10,Music,9,5
"2023-08",10,Music,10,6
"2023-08",17,Sports,1,3
"2023-08",17,Sports,2,6
"2023-08",17,Sports,3,4
"2023-08",17,Sports,4,3
"2023-08",17,Sports,5,4
"2023-08",17,Sports,6,1
"2023-08",17,Sports,7,2
"2023-08",17,Sports,8,1
"2023-08",17,Sports,9,7
"2023-08",17,Sports,10,4
"2023-08",20,Gaming,1,1
"2023-08",20,Gaming,2,2
"2023-08",20,Gaming,3,4
"2023-08",20,Gaming,4,7
"2023-08",20,Gaming,5,7
"2023-08",20,Gaming,6,8
"2023-08",20,Gaming,7,8
"2023-08",20,Gaming,8,7
"2023-08",20,Gaming,9,8
"2023-08",20,Gaming,10,5
"2023-08",22,People & Blogs,1,1
"2023-08",22,People & Blogs,3,3
"2023-08",22,People & Blogs,4,2
"2023-08",22,People & Blogs,6,2
"2023-08",22,People & Blogs,7,2
"2023-08",22,People & Blogs,8,1
"2023-08",22,People & Blogs,9,5
"2023-08",22,People & Blogs,10,3
"2023-08",23,Comedy,2,1
"2023-08",23,Comedy,5,2
"2023-08",23,Comedy,6,3
"2023-08",23,Comedy,8,3
"2023-08",23,Comedy,9,2
"2023-08",23,Comedy,10,1
"2023-08",24,Entertainment,1,13
"2023-08",24,Entertainment,2,6
"2023-08",24,Entertainment,3,13
"2023-08",24,Entertainment,4,5
"2023-08",24,Entertainment,5,7
"2023-08",24,Entertainment,6,7
"2023-08",24,Entertainment,7,1
"2023-08",24,Entertainment,8,7
"2023-08",24,Entertainment,9,3
"2023-08",24,Entertainment,10,5
"2023-08",25,News & Politics,2,1
"2023-08",25,News & Politics,3,1
"2023-08",25,News & Politics,4,1
"2023-08",25,News & Politics,6,2
"2023-08",25,News & Politics,7,2
"2023-08",25,News & Politics,8,3
"2023-08",25,News & Politics,10,1
"2023-08",26,Howto & Style,4,1
"2023-08",26,Howto & Style,6,1
"2023-08",26,Howto & Style,7,1
"2023-08",26,Howto & Style,9,1
"2023-08",27,Education,2,1
"2023-08",27,Education,4,2
"2023-08",27,Education,5,1
"2023-08",27,Education,6,3
"2023-08",27,Education,7,1
"2023-08",27,Education,10,1
"2023-08",28,Science & Technology,1,1
"2023-08",28,Science & Technology,4,1
"2023-09",1,Film & Animation,1,3
"2023-09",1,Film & Animation,2,2
"2023-09",1,Film & Animation,4,5
"2023-09",1,Film & Animation,5,1
"2023-09",1,Film & Animation,6,2
"2023-09",1,Film & Animation,7,2
"2023-09",1,Film & Animation,8,1
"2023-09",1,Film & Animation,9,3
"2023-09",1,Film & Animation,10,1
"2023-09",2,Autos & Vehicles,5,1
"2023-09",2,Autos & Vehicles,6,1
"2023-09",2,Autos & Vehicles,7,1
"2023-09",2,Autos & Vehicles,9,1
"2023-09",10,Music,1,7
"2023-09",10,Music,2,14
"2023-09",10,Music,3,9
"2023-09",10,Music,4,6
"2023-09",10,Music,5,9
"2023-09",10,Music,6,9
"2023-09",10,Music,7,7
"2023-09",10,Music,8,4
"2023-09",10,Music,9,3
"2023-09",10,Music,10,7
"2023-09",15,Pets & Animals,9,1
"2023-09",17,Sports,1,5
"2023-09",17,Sports,2,3
"2023-09",17,Sports,3,8
"2023-09",17,Sports,4,9
"2023-09",17,Sports,5,6
"2023-09",17,Sports,6,5
"2023-09",17,Sports,7,3
"2023-09",17,Sports,8,4
"2023-09",17,Sports,9,9
"2023-09",17,Sports,10,9
"2023-09",20,Gaming,2,1
"2023-09",20,Gaming,3,1
"2023-09",20,Gaming,4,2
"2023-09",20,Gaming,5,2
"2023-09",20,Gaming,6,5
"2023-09",20,Gaming,7,3
"2023-09",20,Gaming,8,7
"2023-09",20,Gaming,9,3
"2023-09",20,Gaming,10,5
"2023-09",22,People & Blogs,1,1
"2023-09",22,People & Blogs,2,2
"2023-09",22,People & Blogs,3,2
"2023-09",22,People & Blogs,5,3
"2023-09",22,People & Blogs,6,1
"2023-09",22,People & Blogs,7,2
"2023-09",22,People & Blogs,8,2
"2023-09",22,People & Blogs,10,1
"2023-09",23,Comedy,3,1
"2023-09",23,Comedy,7,2
"2023-09",23,Comedy,8,2
"2023-09",23,Comedy,9,2
"2023-09",24,Entertainment,1,11
"2023-09",24,Entertainment,2,5
"2023-09",24,Entertainment,3,5
"2023-09",24,Entertainment,4,6
"2023-09",24,Entertainment,5,5
"2023-09",24,Entertainment,6,4
"2023-09",24,Entertainment,7,5
"2023-09",24,Entertainment,8,5
"2023-09",24,Entertainment,9,4
"2023-09",24,Entertainment,10,4
"2023-09",25,News & Politics,2,1
"2023-09",25,News & Politics,3,1
"2023-09",25,News & Politics,5,1
"2023-09",25,News & Politics,6,1
"2023-09",25,News & Politics,7,1
"2023-09",25,News & Politics,8,1
"2023-09",26,Howto & Style,1,1
"2023-09",26,Howto & Style,3,1
"2023-09",26,Howto & Style,7,2
"2023-09",26,Howto & Style,8,2
"2023-09",27,Education,4,1
"2023-09",27,Education,6,1
"2023-09",27,Education,7,1
"2023-09",27,Education,9,2
"2023-09",27,Education,10,1
"2023-09",28,Science & Technology,1,2
"2023-09",28,Science & Technology,2,2
"2023-09",28,Science & Technology,3,2
"2023-09",28,Science & Technology,4,1
"2023-09",28,Science & Technology,5,2
"2023-09",28,Science & Technology,6,1
"2023-09",28,Science & Technology,7,1
"2023-09",28,Science & Technology,8,2
"2023-09",28,Science & Technology,9,2
"2023-09",28,Science & Technology,10,2
"2023-10",1,Film & Animation,1,2
"2023-10",1,Film & Animation,2,2
"2023-10",1,Film & Animation,3,4
"2023-10",1,Film & Animation,4,2
"2023-10",1,Film & Animation,5,2
"2023-10",1,Film & Animation,6,1
"2023-10",1,Film & Animation,7,1
"2023-10",1,Film & Animation,8,1
"2023-10",1,Film & Animation,10,2
"2023-10",2,Autos & Vehicles,5,1
"2023-10",2,Autos & Vehicles,7,3
"2023-10",2,Autos & Vehicles,8,1
"2023-10",10,Music,1,9
"2023-10",10,Music,2,8
"2023-10",10,Music,3,7
"2023-10",10,Music,4,8
"2023-10",10,Music,5,4
"2023-10",10,Music,6,4
"2023-10",10,Music,7,6
"2023-10",10,Music,8,6
"2023-10",10,Music,9,4
"2023-10",10,Music,10,5
"2023-10",15,Pets & Animals,2,1
"2023-10",15,Pets & Animals,6,1
"2023-10",15,Pets & Animals,8,1
"2023-10",17,Sports,1,1
"2023-10",17,Sports,2,3
"2023-10",17,Sports,3,2
"2023-10",17,Sports,4,4
"2023-10",17,Sports,5,6
"2023-10",17,Sports,6,4
"2023-10",17,Sports,7,5
"2023-10",17,Sports,8,4
"2023-10",17,Sports,9,10
"2023-10",17,Sports,10,4
"2023-10",19,Travel & Events,10,1
"2023-10",20,Gaming,1,2
"2023-10",20,Gaming,2,2
"2023-10",20,Gaming,3,4
"2023-10",20,Gaming,4,7
"2023-10",20,Gaming,5,3
"2023-10",20,Gaming,6,5
"2023-10",20,Gaming,7,5
"2023-10",20,Gaming,8,6
"2023-10",20,Gaming,9,5
"2023-10",20,Gaming,10,6
"2023-10",22,People & Blogs,1,1
"2023-10",22,People & Blogs,2,1
"2023-10",22,People & Blogs,4,1
"2023-10",22,People & Blogs,5,1
"2023-10",22,People & Blogs,6,1
"2023-10",22,People & Blogs,7,3
"2023-10",22,People & Blogs,8,3
"2023-10",22,People & Blogs,9,1
"2023-10",23,Comedy,5,1
"2023-10",23,Comedy,6,1
"2023-10",23,Comedy,7,2
"2023-10",24,Entertainment,1,9
"2023-10",24,Entertainment,2,10
"2023-10",24,Entertainment,3,5
"2023-10",24,Entertainment,4,4
"2023-10",24,Entertainment,5,6
"2023-10",24,Entertainment,6,7
"2023-10",24,Entertainment,7,2
"2023-10",24,Entertainment,8,2
"2023-10",24,Entertainment,9,6
"2023-10",24,Entertainment,10,6
"2023-10",25,News & Politics,1,1
"2023-10",25,News & Politics,4,1
"2023-10",25,News & Politics,5,1
"2023-10",25,News & Politics,6,1
"2023-10",25,News & Politics,10,1
"2023-10",26,Howto & Style,1,1
"2023-10",26,Howto & Style,3,1
"2023-10",27,Education,3,2
"2023-10",27,Education,5,1
"2023-10",27,Education,6,2
"2023-10",27,Education,8,2
"2023-10",27,Education,9,1
"2023-10",27,Education,10,2
"2023-10",28,Science & Technology,1,1
"2023-10",28,Science & Technology,3,2
"2023-10",28,Science & Technology,5,1
"2023-10",28,Science & Technology,8,1
